leading_item_id,following_item_id,value
FITUEHWN,DDEXPPXU,14579
FITUEHWN,DJBLNPNC,24002
FITUEHWN,DNMPSKTB,4914568
FITUEHWN,DUCMGGNW,930752
FITUEHWN,FCYBOAXC,112543200
FITUEHWN,FDXPMYGF,27924
FITUEHWN,FTSVTTSR,175225
FITUEHWN,FWUCPMMW,40582
FITUEHWN,GKQIJYDH,5041810
FITUEHWN,IGDVVKUD,34071
FITUEHWN,JBVHSUWY,434755
FITUEHWN,JERHKLYW,31521
FITUEHWN,JPBRUTWP,6268124
FITUEHWN,JSLXRQOK,24509
FITUEHWN,KAGJCHMR,38023
FITUEHWN,KJNSOAHR,23533770
FITUEHWN,LLHREMKS,74321
FITUEHWN,MIRCVAMV,93877
FITUEHWN,NAQIHUKZ,47306
FITUEHWN,NZKBIBNU,282818
FITUEHWN,OGAFEHLU,53478
FITUEHWN,OXKURKXR,135973
FITUEHWN,PYZMVUWD,24672
FITUEHWN,QJQJSWFU,133893
FITUEHWN,QRKRBYJL,2170629
FITUEHWN,QVLMOEYE,1210947
FITUEHWN,RAWUKQMJ,3604839
FITUEHWN,RCBZUSIM,13007
FITUEHWN,RJGPVEXX,640367
FITUEHWN,SAAYMURU,50662
FITUEHWN,SDWAYPIK,5312301
FITUEHWN,SNHYOVBM,291615
FITUEHWN,STZDBITS,19464798
FITUEHWN,SUOYXCHP,25895
FITUEHWN,TGOELCAG,297242
FITUEHWN,UGEQLMXM,266809
FITUEHWN,UIFPPCLR,145053
FITUEHWN,VMAQSTJE,21977
FITUEHWN,VUAFAIYJ,863740
FITUEHWN,WBLJNPZQ,150027
FITUEHWN,WHPUAOID,52022
FITUEHWN,WPQXWHYO,21548754
FITUEHWN,XIFHSOWQ,103568
FITUEHWN,XIIEJNEE,70873
FITUEHWN,XIPPENFQ,138497
FITUEHWN,YSYHGLQK,24241
FITUEHWN,ZKENOUDA,422465
FQCLOEXA,AANGBULD,457378
FQCLOEXA,AHMDUILJ,141352
FQCLOEXA,AXULOHBQ,135994
FQCLOEXA,BJALXPFS,152587
FQCLOEXA,BLANHGYY,77172
FQCLOEXA,BSRMSVTC,278443
FQCLOEXA,BTMOEMEP,5160052
FQCLOEXA,BUZIIBYG,17807726
FQCLOEXA,DDEXPPXU,13854
FQCLOEXA,DEWLVASR,402886
FQCLOEXA,DJBLNPNC,24374
FQCLOEXA,DNMPSKTB,4852368
FQCLOEXA,EVBVXETX,5117021
FQCLOEXA,FCYBOAXC,112573624
FQCLOEXA,FDXPMYGF,26197
FQCLOEXA,FITUEHWN,114778
FQCLOEXA,FRHNWLNI,903464
FQCLOEXA,GYHKIVQT,37269332
FQCLOEXA,HXYSSRXE,5121912
FQCLOEXA,IGDVVKUD,30947
FQCLOEXA,JBVHSUWY,405655
FQCLOEXA,JSLXRQOK,28481
FQCLOEXA,KEUWZRKO,784581
FQCLOEXA,KJNSOAHR,22980468
FQCLOEXA,LLHREMKS,79626
FQCLOEXA,LRVGFDFM,2241162
FQCLOEXA,LSOIUSXD,233905
FQCLOEXA,LUENUFGA,3494116
FQCLOEXA,MIRCVAMV,83662
FQCLOEXA,NAQIHUKZ,48684
FQCLOEXA,NZKBIBNU,272796
FQCLOEXA,OGAFEHLU,49472
FQCLOEXA,OXKURKXR,138229
FQCLOEXA,PYZMVUWD,26211
FQCLOEXA,QJQJSWFU,133429
FQCLOEXA,QVLMOEYE,1186286
FQCLOEXA,RCBZUSIM,6131
FQCLOEXA,RJGPVEXX,598279
FQCLOEXA,SAHWCZNH,1693440
FQCLOEXA,SDWAYPIK,5206938
FQCLOEXA,SNHYOVBM,288670
FQCLOEXA,STZDBITS,22829808
FQCLOEXA,UGEQLMXM,260541
FQCLOEXA,UIFPPCLR,142347
FQCLOEXA,UQYUIVVR,5363221
FQCLOEXA,UXSPKBJR,381899
FQCLOEXA,VUAFAIYJ,881634
FQCLOEXA,VWMBASNE,136614
FQCLOEXA,WBLJNPZQ,145062
FQCLOEXA,WHPUAOID,49537
FQCLOEXA,WPQXWHYO,17961216
FQCLOEXA,WQMVCOEM,25291
FQCLOEXA,XIFHSOWQ,92548
FQCLOEXA,XIPPENFQ,125483
FQCLOEXA,ZCELVYQU,223328
FQCLOEXA,ZGJXVMNI,2570224
FQCLOEXA,ZKENOUDA,421828
FQCLOEXA,ZXERAXWP,53788
FRHNWLNI,AHMDUILJ,144172
FRHNWLNI,APQGTRMF,69581
FRHNWLNI,ATLDMDBO,40000584
FRHNWLNI,AXULOHBQ,112923
FRHNWLNI,BEZYMBBT,3212991
FRHNWLNI,BJALXPFS,157973
FRHNWLNI,BLANHGYY,74978
FRHNWLNI,BSRMSVTC,268846
FRHNWLNI,BTMOEMEP,4497902
FRHNWLNI,DDEXPPXU,13854
FRHNWLNI,DEWLVASR,399419
FRHNWLNI,DJBLNPNC,23378
FRHNWLNI,DNMPSKTB,5339721
FRHNWLNI,DUCMGGNW,906098
FRHNWLNI,ELQGMQWE,657606
FRHNWLNI,EVBVXETX,5124602
FRHNWLNI,FDXPMYGF,25261
FRHNWLNI,FITUEHWN,114017
FRHNWLNI,FQCLOEXA,2499698
FRHNWLNI,FWUCPMMW,31191
FRHNWLNI,GYHKIVQT,36343232
FRHNWLNI,HCDTGMST,115969
FRHNWLNI,HXYSSRXE,5010087
FRHNWLNI,IGDVVKUD,29908
FRHNWLNI,JBVHSUWY,427299
FRHNWLNI,JERHKLYW,29287
FRHNWLNI,JPBRUTWP,7061532
FRHNWLNI,KAGJCHMR,36816
FRHNWLNI,KEUWZRKO,859983
FRHNWLNI,KJNSOAHR,27180656
FRHNWLNI,LPHPPJUG,1181287
FRHNWLNI,LSOIUSXD,244833
FRHNWLNI,LTOYKIML,381215
FRHNWLNI,LUENUFGA,3484991
FRHNWLNI,MBSBZBXA,3944255
FRHNWLNI,MIRCVAMV,89495
FRHNWLNI,NZKBIBNU,272819
FRHNWLNI,OGAFEHLU,48300
FRHNWLNI,OKMBFVKS,1881153
FRHNWLNI,OXKURKXR,129724
FRHNWLNI,PYZMVUWD,20459
FRHNWLNI,QJQJSWFU,132255
FRHNWLNI,QKXNTIIB,1282724
FRHNWLNI,QRKRBYJL,1977193
FRHNWLNI,QVLMOEYE,1193082
FRHNWLNI,RAWUKQMJ,3666984
FRHNWLNI,RCBZUSIM,5348
FRHNWLNI,RJGPVEXX,600854
FRHNWLNI,SAHWCZNH,1719406
FRHNWLNI,SDWAYPIK,5245355
FRHNWLNI,STZDBITS,21911294
FRHNWLNI,SUOYXCHP,28137
FRHNWLNI,UGEQLMXM,255914
FRHNWLNI,UIFPPCLR,142310
FRHNWLNI,UQYUIVVR,5230641
FRHNWLNI,UXSPKBJR,396863
FRHNWLNI,VBYCLTYZ,441534
FRHNWLNI,VMAQSTJE,15285
FRHNWLNI,WBLJNPZQ,150448
FRHNWLNI,WPQXWHYO,20430054
FRHNWLNI,XIFHSOWQ,95798
FRHNWLNI,XIPPENFQ,129042
FRHNWLNI,XUOIQPFL,2415547
FRHNWLNI,ZGJXVMNI,2625194
FRHNWLNI,ZKENOUDA,421407
FRHNWLNI,ZXERAXWP,55799
FTSVTTSR,AANGBULD,449987
FTSVTTSR,AHMDUILJ,143745
FTSVTTSR,BEZYMBBT,3240646
FTSVTTSR,BLANHGYY,79599
FTSVTTSR,BSRMSVTC,284736
FTSVTTSR,BTMOEMEP,4290414
FTSVTTSR,DDEXPPXU,12716
FTSVTTSR,DEWLVASR,398160
FTSVTTSR,DJBLNPNC,23233
FTSVTTSR,ELQGMQWE,655052
FTSVTTSR,EVBVXETX,5081696
FTSVTTSR,FDXPMYGF,25204
FTSVTTSR,FRHNWLNI,937010
FTSVTTSR,FWUCPMMW,20658
FTSVTTSR,GKQIJYDH,4667604
FTSVTTSR,GYHKIVQT,36255280
FTSVTTSR,HCDTGMST,114847
FTSVTTSR,HXYSSRXE,5331916
FTSVTTSR,IGDVVKUD,30082
FTSVTTSR,JBVHSUWY,411145
FTSVTTSR,JPBRUTWP,6362542
FTSVTTSR,KAGJCHMR,39656
FTSVTTSR,KEUWZRKO,861096
FTSVTTSR,LLHREMKS,66728
FTSVTTSR,LPHPPJUG,1186726
FTSVTTSR,LSOIUSXD,244833
FTSVTTSR,LTOYKIML,377559
FTSVTTSR,LUENUFGA,3543434
FTSVTTSR,MBSBZBXA,4045430
FTSVTTSR,MIRCVAMV,86713
FTSVTTSR,NZKBIBNU,265255
FTSVTTSR,OGAFEHLU,51697
FTSVTTSR,OJIFIHMZ,3326147
FTSVTTSR,OXKURKXR,140199
FTSVTTSR,PYZMVUWD,24759
FTSVTTSR,QJQJSWFU,140610
FTSVTTSR,QKXNTIIB,1286842
FTSVTTSR,QRKRBYJL,2109579
FTSVTTSR,QVLMOEYE,1184524
FTSVTTSR,RAWUKQMJ,3610415
FTSVTTSR,RCBZUSIM,11317
FTSVTTSR,RJGPVEXX,595835
FTSVTTSR,ROACSLMG,2197334
FTSVTTSR,SAAYMURU,46311
FTSVTTSR,SAHWCZNH,1718807
FTSVTTSR,SDWAYPIK,5220430
FTSVTTSR,SNHYOVBM,292659
FTSVTTSR,STZDBITS,18741904
FTSVTTSR,SUOYXCHP,26485
FTSVTTSR,TGOELCAG,297339
FTSVTTSR,UGEQLMXM,272013
FTSVTTSR,UXSPKBJR,376013
FTSVTTSR,VBYCLTYZ,434312
FTSVTTSR,VMAQSTJE,21707
FTSVTTSR,VWMBASNE,146606
FTSVTTSR,WHPUAOID,44993
FTSVTTSR,WPQXWHYO,21337372
FTSVTTSR,XIFHSOWQ,94140
FTSVTTSR,XIIEJNEE,69714
FTSVTTSR,XIPPENFQ,137114
FTSVTTSR,XUOIQPFL,2521615
FTSVTTSR,YSYHGLQK,25146
FTSVTTSR,ZCELVYQU,208965
FTSVTTSR,ZGJXVMNI,2667679
FTSVTTSR,ZKENOUDA,422648
FTSVTTSR,ZXERAXWP,49258
FWUCPMMW,AANGBULD,472298
FWUCPMMW,AHMDUILJ,145296
FWUCPMMW,APQGTRMF,80352
FWUCPMMW,AXULOHBQ,119211
FWUCPMMW,BJALXPFS,165953
FWUCPMMW,BLANHGYY,78554
FWUCPMMW,BSRMSVTC,298615
FWUCPMMW,CCLHWFWF,13720819
FWUCPMMW,DBWLZWNK,186521
FWUCPMMW,DDEXPPXU,8538
FWUCPMMW,DNMPSKTB,4927226
FWUCPMMW,ELQGMQWE,688901
FWUCPMMW,FCYBOAXC,113391912
FWUCPMMW,FDXPMYGF,27309
FWUCPMMW,FITUEHWN,117782
FWUCPMMW,FRHNWLNI,891234
FWUCPMMW,FTSVTTSR,190098
FWUCPMMW,HCDTGMST,113641
FWUCPMMW,HXYSSRXE,5842296
FWUCPMMW,JBVHSUWY,418261
FWUCPMMW,JPBRUTWP,7017002
FWUCPMMW,JSLXRQOK,24992
FWUCPMMW,LLHREMKS,73826
FWUCPMMW,LPHPPJUG,1205390
FWUCPMMW,LRVGFDFM,2314611
FWUCPMMW,LSOIUSXD,257604
FWUCPMMW,LTOYKIML,380602
FWUCPMMW,MIRCVAMV,86390
FWUCPMMW,NAQIHUKZ,48373
FWUCPMMW,NZKBIBNU,271514
FWUCPMMW,OGAFEHLU,45783
FWUCPMMW,OJIFIHMZ,3358642
FWUCPMMW,OXKURKXR,136852
FWUCPMMW,PYZMVUWD,26946
FWUCPMMW,QJQJSWFU,143161
FWUCPMMW,QKXNTIIB,1310975
FWUCPMMW,QVLMOEYE,1209349
FWUCPMMW,RAWUKQMJ,3627528
FWUCPMMW,RCBZUSIM,7735
FWUCPMMW,RJGPVEXX,645823
FWUCPMMW,SAHWCZNH,1708710
FWUCPMMW,SDWAYPIK,5251268
FWUCPMMW,STZDBITS,21169646
FWUCPMMW,UGEQLMXM,268880
FWUCPMMW,UIFPPCLR,147099
FWUCPMMW,UXSPKBJR,405015
FWUCPMMW,VBYCLTYZ,468100
FWUCPMMW,VMAQSTJE,25248
FWUCPMMW,VUAFAIYJ,899324
FWUCPMMW,VWMBASNE,149580
FWUCPMMW,WBLJNPZQ,150451
FWUCPMMW,WHPUAOID,83813
FWUCPMMW,XIFHSOWQ,102874
FWUCPMMW,XIIEJNEE,73444
FWUCPMMW,XIPPENFQ,134279
FWUCPMMW,XUOIQPFL,2573244
FWUCPMMW,YSYHGLQK,25269
FWUCPMMW,ZCELVYQU,227340
FWUCPMMW,ZGJXVMNI,2700099
FWUCPMMW,ZKENOUDA,434870
GKQIJYDH,APQGTRMF,68857
GKQIJYDH,BEZYMBBT,3200393
GKQIJYDH,BJALXPFS,158576
GKQIJYDH,BLANHGYY,65533
GKQIJYDH,BSRMSVTC,280962
GKQIJYDH,BTMOEMEP,4094233
GKQIJYDH,BUZIIBYG,18691954
GKQIJYDH,CCLHWFWF,13638864
GKQIJYDH,DBWLZWNK,161058
GKQIJYDH,DJBLNPNC,16685
GKQIJYDH,EVBVXETX,5077584
GKQIJYDH,FCYBOAXC,112788296
GKQIJYDH,FRHNWLNI,918157
GKQIJYDH,FTSVTTSR,178003
GKQIJYDH,FWUCPMMW,18618
GKQIJYDH,HCDTGMST,115791
GKQIJYDH,HXYSSRXE,5032840
GKQIJYDH,JERHKLYW,28464
GKQIJYDH,JPBRUTWP,6506152
GKQIJYDH,JSLXRQOK,19913
GKQIJYDH,KEUWZRKO,805450
GKQIJYDH,LLHREMKS,70516
GKQIJYDH,LRVGFDFM,2223176
GKQIJYDH,LSOIUSXD,239404
GKQIJYDH,MBSBZBXA,3906885
GKQIJYDH,NAQIHUKZ,39531
GKQIJYDH,NZKBIBNU,239536
GKQIJYDH,OGAFEHLU,37539
GKQIJYDH,PYZMVUWD,24429
GKQIJYDH,QJQJSWFU,133746
GKQIJYDH,QKXNTIIB,1238439
GKQIJYDH,QRKRBYJL,2051249
GKQIJYDH,QVLMOEYE,1165345
GKQIJYDH,RAWUKQMJ,3572177
GKQIJYDH,RJGPVEXX,601908
GKQIJYDH,ROACSLMG,2093145
GKQIJYDH,SAAYMURU,47119
GKQIJYDH,SDWAYPIK,5213036
GKQIJYDH,SNHYOVBM,289636
GKQIJYDH,SUOYXCHP,28408
GKQIJYDH,TGOELCAG,286574
GKQIJYDH,UGEQLMXM,255999
GKQIJYDH,UQYUIVVR,6100760
GKQIJYDH,UXSPKBJR,385255
GKQIJYDH,VBYCLTYZ,436523
GKQIJYDH,VMAQSTJE,10686
GKQIJYDH,VWMBASNE,143924
GKQIJYDH,WBLJNPZQ,149187
GKQIJYDH,WHPUAOID,44727
GKQIJYDH,XIFHSOWQ,92182
GKQIJYDH,XMKRPGLB,844316
GKQIJYDH,XUOIQPFL,2332889
GKQIJYDH,YSYHGLQK,15866
GKQIJYDH,ZGJXVMNI,2548177
GKQIJYDH,ZXERAXWP,44906
GYHKIVQT,AANGBULD,442845
GYHKIVQT,AHMDUILJ,141852
GYHKIVQT,APQGTRMF,67677
GYHKIVQT,ATLDMDBO,38852380
GYHKIVQT,AXULOHBQ,107708
GYHKIVQT,BEZYMBBT,3198494
GYHKIVQT,BJALXPFS,158130
GYHKIVQT,BLANHGYY,81748
GYHKIVQT,BSRMSVTC,271565
GYHKIVQT,BTMOEMEP,4284531
GYHKIVQT,DBWLZWNK,175999
GYHKIVQT,DDEXPPXU,0
GYHKIVQT,DEWLVASR,394199
GYHKIVQT,DJBLNPNC,17188
GYHKIVQT,DNMPSKTB,5332232
GYHKIVQT,ELQGMQWE,658792
GYHKIVQT,EVBVXETX,5182576
GYHKIVQT,FCYBOAXC,111259296
GYHKIVQT,FDXPMYGF,27235
GYHKIVQT,FITUEHWN,113548
GYHKIVQT,FQCLOEXA,2295580
GYHKIVQT,HCDTGMST,113927
GYHKIVQT,HXYSSRXE,4917172
GYHKIVQT,JBVHSUWY,421842
GYHKIVQT,JERHKLYW,15730
GYHKIVQT,JPBRUTWP,5983871
GYHKIVQT,KAGJCHMR,28246
GYHKIVQT,KEUWZRKO,816365
GYHKIVQT,KJNSOAHR,25660084
GYHKIVQT,LPHPPJUG,1200849
GYHKIVQT,LRVGFDFM,2190775
GYHKIVQT,LSOIUSXD,249670
GYHKIVQT,LTOYKIML,367280
GYHKIVQT,LUENUFGA,3440624
GYHKIVQT,MIRCVAMV,86339
GYHKIVQT,NZKBIBNU,246047
GYHKIVQT,OGAFEHLU,39517
GYHKIVQT,OJIFIHMZ,3242241
GYHKIVQT,OKMBFVKS,1851538
GYHKIVQT,PYZMVUWD,11819
GYHKIVQT,QJQJSWFU,138164
GYHKIVQT,QKXNTIIB,1238174
GYHKIVQT,QRKRBYJL,1924018
GYHKIVQT,QVLMOEYE,1179709
GYHKIVQT,RAWUKQMJ,3533613
GYHKIVQT,RCBZUSIM,32528
GYHKIVQT,RJGPVEXX,596219
GYHKIVQT,ROACSLMG,2097016
GYHKIVQT,SAHWCZNH,1658672
GYHKIVQT,SDWAYPIK,5419927
GYHKIVQT,SNHYOVBM,283451
GYHKIVQT,STZDBITS,21519516
GYHKIVQT,TGOELCAG,294426
GYHKIVQT,UIFPPCLR,130970
GYHKIVQT,UXSPKBJR,370033
GYHKIVQT,VMAQSTJE,9520
GYHKIVQT,VUAFAIYJ,863658
GYHKIVQT,VWMBASNE,127309
GYHKIVQT,WBLJNPZQ,149163
GYHKIVQT,WHPUAOID,48161
GYHKIVQT,WPQXWHYO,19158386
GYHKIVQT,WQMVCOEM,16026
GYHKIVQT,XIFHSOWQ,86644
GYHKIVQT,XIIEJNEE,72462
GYHKIVQT,XIPPENFQ,119815
GYHKIVQT,XMKRPGLB,774417
GYHKIVQT,XUOIQPFL,2341970
GYHKIVQT,ZCELVYQU,216942
GYHKIVQT,ZGJXVMNI,2547114
GYHKIVQT,ZKENOUDA,424639
GYHKIVQT,ZXERAXWP,58462
HCDTGMST,AANGBULD,453426
HCDTGMST,AHMDUILJ,145318
HCDTGMST,ATLDMDBO,35725784
HCDTGMST,BEZYMBBT,3206280
HCDTGMST,BTMOEMEP,4424444
HCDTGMST,BUZIIBYG,18376346
HCDTGMST,DDEXPPXU,15607
HCDTGMST,DEWLVASR,380807
HCDTGMST,DJBLNPNC,22394
HCDTGMST,DNMPSKTB,5446316
HCDTGMST,ELQGMQWE,670706
HCDTGMST,EVBVXETX,5133815
HCDTGMST,FDXPMYGF,29307
HCDTGMST,FITUEHWN,111776
HCDTGMST,FQCLOEXA,2551172
HCDTGMST,FRHNWLNI,945279
HCDTGMST,FTSVTTSR,173702
HCDTGMST,FWUCPMMW,33019
HCDTGMST,GKQIJYDH,5519380
HCDTGMST,GYHKIVQT,35567168
HCDTGMST,HXYSSRXE,5101569
HCDTGMST,JBVHSUWY,422681
HCDTGMST,JERHKLYW,20385
HCDTGMST,JSLXRQOK,19426
HCDTGMST,KEUWZRKO,1649001
HCDTGMST,KJNSOAHR,26370382
HCDTGMST,LLHREMKS,71639
HCDTGMST,LPHPPJUG,1160488
HCDTGMST,LUENUFGA,3621241
HCDTGMST,MBSBZBXA,4368458
HCDTGMST,MIRCVAMV,90639
HCDTGMST,NAQIHUKZ,43596
HCDTGMST,NZKBIBNU,271835
HCDTGMST,OKMBFVKS,1900570
HCDTGMST,OXKURKXR,164092
HCDTGMST,QKXNTIIB,1302826
HCDTGMST,QRKRBYJL,2140292
HCDTGMST,QVLMOEYE,1180505
HCDTGMST,RAWUKQMJ,3648245
HCDTGMST,RCBZUSIM,11212
HCDTGMST,RJGPVEXX,634033
HCDTGMST,SAAYMURU,48714
HCDTGMST,SAHWCZNH,1682843
HCDTGMST,SNHYOVBM,291416
HCDTGMST,STZDBITS,22794464
HCDTGMST,SUOYXCHP,20573
HCDTGMST,TGOELCAG,348775
HCDTGMST,UQYUIVVR,5826848
HCDTGMST,UXSPKBJR,377458
HCDTGMST,VBYCLTYZ,442170
HCDTGMST,WHPUAOID,48606
HCDTGMST,WPQXWHYO,21361358
HCDTGMST,WQMVCOEM,18147
HCDTGMST,XIFHSOWQ,111783
HCDTGMST,XIIEJNEE,69450
HCDTGMST,XIPPENFQ,135675
HCDTGMST,YSYHGLQK,28288
HCDTGMST,ZCELVYQU,205311
HCDTGMST,ZGJXVMNI,2691149
HCDTGMST,ZKENOUDA,419768
HCDTGMST,ZXERAXWP,53953
HXYSSRXE,AANGBULD,448297
HXYSSRXE,APQGTRMF,64236
HXYSSRXE,ATLDMDBO,43888036
HXYSSRXE,AXULOHBQ,104018
HXYSSRXE,BEZYMBBT,3165372
HXYSSRXE,BLANHGYY,66735
HXYSSRXE,BSRMSVTC,257782
HXYSSRXE,BUZIIBYG,18842472
HXYSSRXE,DBWLZWNK,174568
HXYSSRXE,DDEXPPXU,0
HXYSSRXE,DEWLVASR,403547
HXYSSRXE,DJBLNPNC,23382
HXYSSRXE,DNMPSKTB,5344194
HXYSSRXE,ELQGMQWE,658292
HXYSSRXE,EVBVXETX,5131190
HXYSSRXE,FCYBOAXC,115242712
HXYSSRXE,FDXPMYGF,18401
HXYSSRXE,FITUEHWN,114789
HXYSSRXE,FQCLOEXA,2295580
HXYSSRXE,FRHNWLNI,898373
HXYSSRXE,FWUCPMMW,30230
HXYSSRXE,GYHKIVQT,34581472
HXYSSRXE,HCDTGMST,114311
HXYSSRXE,IGDVVKUD,30845
HXYSSRXE,JBVHSUWY,407636
HXYSSRXE,JPBRUTWP,6726033
HXYSSRXE,JSLXRQOK,18746
HXYSSRXE,KAGJCHMR,35944
HXYSSRXE,KEUWZRKO,738695
HXYSSRXE,KJNSOAHR,25312064
HXYSSRXE,LPHPPJUG,1173150
HXYSSRXE,LTOYKIML,368597
HXYSSRXE,LUENUFGA,3449645
HXYSSRXE,MBSBZBXA,3804049
HXYSSRXE,MIRCVAMV,75867
HXYSSRXE,NAQIHUKZ,40176
HXYSSRXE,NZKBIBNU,269556
HXYSSRXE,OGAFEHLU,34505
HXYSSRXE,OJIFIHMZ,3307970
HXYSSRXE,OKMBFVKS,1859671
HXYSSRXE,OXKURKXR,130718
HXYSSRXE,PYZMVUWD,12491
HXYSSRXE,QJQJSWFU,131665
HXYSSRXE,QVLMOEYE,1156544
HXYSSRXE,RAWUKQMJ,3597582
HXYSSRXE,RCBZUSIM,0
HXYSSRXE,RJGPVEXX,597010
HXYSSRXE,SAAYMURU,54799
HXYSSRXE,SAHWCZNH,1691769
HXYSSRXE,SDWAYPIK,5528530
HXYSSRXE,SUOYXCHP,42182
HXYSSRXE,UGEQLMXM,263621
HXYSSRXE,UIFPPCLR,135604
HXYSSRXE,UQYUIVVR,5903873
HXYSSRXE,UXSPKBJR,369244
HXYSSRXE,VMAQSTJE,9534
HXYSSRXE,VWMBASNE,130162
HXYSSRXE,WBLJNPZQ,141771
HXYSSRXE,WHPUAOID,36858
HXYSSRXE,WPQXWHYO,19315426
HXYSSRXE,WQMVCOEM,13253
HXYSSRXE,XIFHSOWQ,86657
HXYSSRXE,XIIEJNEE,71428
HXYSSRXE,XIPPENFQ,127116
HXYSSRXE,XUOIQPFL,2366727
HXYSSRXE,ZCELVYQU,219998
HXYSSRXE,ZGJXVMNI,2544130
HXYSSRXE,ZKENOUDA,414091
HXYSSRXE,ZXERAXWP,55135
IGDVVKUD,AHMDUILJ,145932
IGDVVKUD,ATLDMDBO,39928100
IGDVVKUD,AXULOHBQ,119211
IGDVVKUD,BEZYMBBT,3278967
IGDVVKUD,BLANHGYY,78554
IGDVVKUD,BSRMSVTC,290283
IGDVVKUD,BTMOEMEP,5827098
IGDVVKUD,BUZIIBYG,18285090
IGDVVKUD,DJBLNPNC,22054
IGDVVKUD,DNMPSKTB,5539912
IGDVVKUD,ELQGMQWE,649273
IGDVVKUD,EVBVXETX,5013338
IGDVVKUD,FCYBOAXC,112433416
IGDVVKUD,FDXPMYGF,22760
IGDVVKUD,FITUEHWN,117021
IGDVVKUD,FQCLOEXA,2500023
IGDVVKUD,FRHNWLNI,878158
IGDVVKUD,FWUCPMMW,34812
IGDVVKUD,GYHKIVQT,36518340
IGDVVKUD,HCDTGMST,112816
IGDVVKUD,HXYSSRXE,5433729
IGDVVKUD,JBVHSUWY,423410
IGDVVKUD,JPBRUTWP,6081990
IGDVVKUD,KAGJCHMR,35639
IGDVVKUD,KEUWZRKO,798860
IGDVVKUD,KJNSOAHR,25935428
IGDVVKUD,LPHPPJUG,1186283
IGDVVKUD,LRVGFDFM,2397620
IGDVVKUD,LSOIUSXD,257604
IGDVVKUD,LUENUFGA,3572533
IGDVVKUD,MBSBZBXA,4040448
IGDVVKUD,MIRCVAMV,93116
IGDVVKUD,NZKBIBNU,273398
IGDVVKUD,OGAFEHLU,45300
IGDVVKUD,OKMBFVKS,1943757
IGDVVKUD,PYZMVUWD,21827
IGDVVKUD,QJQJSWFU,138588
IGDVVKUD,QRKRBYJL,2097327
IGDVVKUD,QVLMOEYE,1231421
IGDVVKUD,RAWUKQMJ,3641791
IGDVVKUD,RJGPVEXX,587222
IGDVVKUD,ROACSLMG,2210891
IGDVVKUD,SAHWCZNH,1746450
IGDVVKUD,SDWAYPIK,5226826
IGDVVKUD,SNHYOVBM,295586
IGDVVKUD,STZDBITS,21286634
IGDVVKUD,SUOYXCHP,22760
IGDVVKUD,TGOELCAG,299585
IGDVVKUD,UGEQLMXM,269684
IGDVVKUD,UIFPPCLR,141714
IGDVVKUD,UQYUIVVR,5261334
IGDVVKUD,UXSPKBJR,402506
IGDVVKUD,VBYCLTYZ,438079
IGDVVKUD,VMAQSTJE,22157
IGDVVKUD,VWMBASNE,145362
IGDVVKUD,WBLJNPZQ,166556
IGDVVKUD,WHPUAOID,51333
IGDVVKUD,WPQXWHYO,21201994
IGDVVKUD,WQMVCOEM,22533
IGDVVKUD,XIFHSOWQ,95407
IGDVVKUD,XIPPENFQ,131771
IGDVVKUD,XUOIQPFL,2545938
IGDVVKUD,ZGJXVMNI,2705798
JBVHSUWY,AANGBULD,450898
JBVHSUWY,AHMDUILJ,144420
JBVHSUWY,APQGTRMF,71065
JBVHSUWY,ATLDMDBO,33119002
JBVHSUWY,BEZYMBBT,3239234
JBVHSUWY,BJALXPFS,160048
JBVHSUWY,BTMOEMEP,4208846
JBVHSUWY,BUZIIBYG,19053278
JBVHSUWY,DBWLZWNK,186684
JBVHSUWY,DDEXPPXU,0
JBVHSUWY,DEWLVASR,396545
JBVHSUWY,DJBLNPNC,24267
JBVHSUWY,DUCMGGNW,914236
JBVHSUWY,ELQGMQWE,658140
JBVHSUWY,EVBVXETX,5028870
JBVHSUWY,FDXPMYGF,28037
JBVHSUWY,FQCLOEXA,2372921
JBVHSUWY,FTSVTTSR,174087
JBVHSUWY,FWUCPMMW,30930
JBVHSUWY,GKQIJYDH,4868098
JBVHSUWY,HXYSSRXE,5336228
JBVHSUWY,JSLXRQOK,28632
JBVHSUWY,KEUWZRKO,855048
JBVHSUWY,KJNSOAHR,23420564
JBVHSUWY,LLHREMKS,72340
JBVHSUWY,LRVGFDFM,2239319
JBVHSUWY,LTOYKIML,366950
JBVHSUWY,MBSBZBXA,4022350
JBVHSUWY,NAQIHUKZ,40196
JBVHSUWY,OJIFIHMZ,3303089
JBVHSUWY,OXKURKXR,137309
JBVHSUWY,QJQJSWFU,140126
JBVHSUWY,ROACSLMG,2152639
JBVHSUWY,SAAYMURU,45382
JBVHSUWY,SNHYOVBM,279800
JBVHSUWY,STZDBITS,21343458
JBVHSUWY,SUOYXCHP,27441
JBVHSUWY,TGOELCAG,292681
JBVHSUWY,UGEQLMXM,265982
JBVHSUWY,UIFPPCLR,145094
JBVHSUWY,UXSPKBJR,393184
JBVHSUWY,VBYCLTYZ,440731
JBVHSUWY,VMAQSTJE,39185
JBVHSUWY,WQMVCOEM,24543
JBVHSUWY,XIIEJNEE,74492
JBVHSUWY,XMKRPGLB,787267
JBVHSUWY,YSYHGLQK,19689
JBVHSUWY,ZCELVYQU,221113
